ItemId,DEL_PRODUCT,StructureId,APDivision,APLabel,APMerchDivision,APClass,APSubClass,ProductCategoryCode,ProductCategoryDesc,ProductClassCode,ProductClassDesc,ProductSubclassCode,ProductSubclassDesc,MerchDivisionCode,MerchDivisionDesc,ColorFamily,USBoardNumber,MerchOrganizationDesc,MSSP,FactoryCost,APSeasonYear,APSeason,APYear,APItemDescription,RetailTypeId,EventId,USSizeOffering
MNBLSPCK7F10045,0,MN,MN,BL,K,SPC,7F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FPVST55,NULL,NULL,0,NOS2015,NOS,2015,JP MTM BLAZER-TBD,FULLPRICE,FULLPRICE,MTM
MNBLSPCK7I10045,0,MN,MN,BL,K,SPC,7I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FPSPC94,NULL,NULL,0,NOS2015,NOS,2015,JP MTM BLAZER-TBD,FULLPRICE,FULLPRICE,MTM
MNBLSPCK7I10056,0,MN,MN,BL,K,SPC,7I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FPSPC105,NULL,NULL,0,NOS2015,NOS,2015,JP MTM BLAZER-TBD,FULLPRICE,FULLPRICE,MTM
MNBLSPCK7I10071,0,MN,MN,BL,K,SPC,7I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FPSPC120,NULL,NULL,0,NOS2015,NOS,2015,JP MTM BLAZER-TBD,FULLPRICE,FULLPRICE,MTM
MNBLSPCK7I10074,0,MN,MN,BL,K,SPC,7I,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FPSPC123,NULL,NULL,0,NOS2015,NOS,2015,JP MTM BLAZER-TBD,FULLPRICE,FULLPRICE,MTM
CWPO2STI0510008,0,CW,CW,PO,I,2ST,9S,ST,SETS,SHS,SHORT SET,N/A,NO SUBCLASS,320,CB PRL APP BABY BOYS,WHITE,KFBASY200,CHILDRENS APPAREL,NULL,13.6,BSR9990,BSR,9990,BOY BEAR-SETS-3 PC SET-INTERLOCK,FULLPRICE,PSR,C001_P006
CWPOACCB9P10038,0,CW,CW,PO,B,ACC,9P,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SCHOOL NAT,NULL,NULL,0,BSR9990,BSR,9990,SCHOOL BACKPACK NATURAL LEATHER TARTAN PLAID BROWN,FULLPRICE,FULLPRICE,A004_P004
CWPOACCY9P10094,0,CW,CW,PO,Y,ACC,9P,BG,BAGS,BPK,BACKPACK,LRG,LARGE,400,CB PRL ACC,NAVY-410,POLO PATCH,ACCESSORIES,NULL,19.4,FAL2019,FAL,2019,O PATCH LETTER CANVAS BACKPACK,DUAL PRICE,OUTLET,A004_P004
CWPODNMB0910026,0,CW,CW,PO,B,DNM,76,JE,JEANS,CLA,CLASSIC,N/A,NO SUBCLASS,322,CB PRL APP BOYS 2-7,BLUE,R194BC53,CHILDRENS APPAREL,NULL,9.51,NOS9990,NOS,9990,ELDRIDGE SKN-BOTTOMS-DENIM-DENIM,FULLPRICE,FULLPRICE,C002_P002
CWPODNMY0910023,0,CW,CW,PO,Y,DNM,76,JE,JEANS,CLA,CLASSIC,N/A,NO SUBCLASS,323,CB PRL APP BOYS 8-20,BLUE,R194BC71,CHILDRENS APPAREL,NULL,11.49,NOS9990,NOS,9990,ELDRIDGE SKN-BOTTOMS-DENIM-DENIM,FULLPRICE,FULLPRICE,C004_P001
CWPODRSF3D10196,0,CW,CW,PO,F,DRS,3D,DR,DRESSES,DAD,DAY DRESS,LSL,LONG SLEEVE,310,CG RL APP BABY GIRLS,BLUE,K184YI03,CHILDRENS APPAREL,NULL,9.3,NOS2023,NOS,2023,STRIPE DRESS-DRESSES-KNIT-YD OXFORD MESH,FULLPRICE,PSR,C001_P005
CWPODRSG3D10265,0,CW,CW,PO,G,DRS,3D,DR,DRESSES,DAD,DAY DRESS,SSL,SHORT SLEEVE,313,CG RL APP GIRLS 7-16,NAVY-410,K191DJLS01,CHILDRENS APPAREL,NULL,11.65,NOS9990,NOS,9990,STRIPE DRESS-DRESSES-KNIT-STRUCTURED KNIT,FULLPRICE,FULLPRICE,C005_P005
CWPODRSG3D10266,0,CW,CW,PO,G,DRS,3D,DR,DRESSES,ODR,OCCASION DRESS,SSL,SHORT SLEEVE,313,CG RL APP GIRLS 7-16,NAVY-410,K191DJLS01,CHILDRENS APPAREL,NULL,10.34,NOS9990,NOS,9990,SS COLLAR-DRESSES-KNIT-PONTE ROMA,FULLPRICE,FULLPRICE,C005_P005
CWPODRSG3D10270,0,CW,CW,PO,G,DRS,3D,DR,DRESSES,KNT,KNIT,SLS,SLEEVELESS,313,CG RL APP GIRLS 7-16,NAVY-410,K191DJ06,CHILDRENS APPAREL,NULL,9.07,NOS9990,NOS,9990,PONTE JUMPER-DRESSES-KNIT-PONTE ROMA,FULLPRICE,FULLPRICE,C005_P005
CWPODRSG3E10031,0,CW,CW,PO,G,DRS,3D,DR,DRESSES,DAD,DAY DRESS,LSL,LONG SLEEVE,313,CG RL APP GIRLS 7-16,NAVY-410,S191DJLS02,CHILDRENS APPAREL,NULL,26.76,NOS9990,NOS,9990,LS SWT DRSS-DRESSES-SWEATER-COTTON,FULLPRICE,PSR,C005_P005
CWPODRSG3M10145,0,CW,CW,PO,G,DRS,3D,DR,DRESSES,DAD,DAY DRESS,LSL,LONG SLEEVE,313,CG RL APP GIRLS 7-16,NAVY-410,Z184DC02,CHILDRENS APPAREL,NULL,10.3,BSR9990,BSR,9990,DENIM SHIRTD-DRESSES-WOVEN-LT WT DENIM,FULLPRICE,FULLPRICE,C005_P001
CWPODRSO3D10049,0,CW,CW,PO,O,DRS,3D,DR,DRESSES,DAD,DAY DRESS,SSL,SHORT SLEEVE,311,CG RL APP TODD GIRLS,NAVY-410,KBSRDF03,CHILDRENS APPAREL,NULL,0,BSR9990,BSR,9990,POLO DRESS-DRESSES-KNIT-MESH,FULLPRICE,FULLPRICE,C001_P023
CWPODRSO3D10180,0,CW,CW,PO,O,DRS,3D,DR,DRESSES,DAD,DAY DRESS,SSL,SHORT SLEEVE,311,CG RL APP TODD GIRLS,NAVY-410,K184DK03,CHILDRENS APPAREL,NULL,9.45,BSR9990,BSR,9990,STRIPE DRESS-DRESSES-KNIT-STRUCTURED KNIT,FULLPRICE,FULLPRICE,C001_P023
CWPODRSO3D10265,0,CW,CW,PO,O,DRS,3D,DR,DRESSES,DAD,DAY DRESS,SSL,SHORT SLEEVE,311,CG RL APP TODD GIRLS,NAVY-410,K191DJLS01,CHILDRENS APPAREL,NULL,9.62,BSR9990,BSR,9990,STRIPE DRESS-DRESSES-KNIT-STRUCTURED KNIT,FULLPRICE,FULLPRICE,C001_P023
CWPODRSO3M10154,0,CW,CW,PO,O,DRS,3D,DR,DRESSES,DAD,DAY DRESS,LSL,LONG SLEEVE,311,CG RL APP TODD GIRLS,NAVY-410,Z184DC02,CHILDRENS APPAREL,NULL,9.3,BSR9990,BSR,9990,DENIM SHIRTD-DRESSES-WOVEN-LT WT DENIM,FULLPRICE,FULLPRICE,C001_P023
CWPODRSO3M10230,0,CW,CW,PO,O,DRS,3D,DR,DRESSES,DAD,DAY DRESS,SLS,SLEEVELESS,311,CG RL APP TODD GIRLS,NAVY-410,Z191DJLS03,CHILDRENS APPAREL,NULL,29.5,BSR9990,BSR,9990,PLEATED JUMP-DRESSES-WOVEN-LT WT WOOL,FULLPRICE,FULLPRICE,C001_P023
CWPODRSR3D10049,0,CW,CW,PO,R,DRS,3D,DR,DRESSES,DAD,DAY DRESS,SSL,SHORT SLEEVE,312,CG RL APP GIRLS 2-6X,NAVY-410,KBSRDF03,CHILDRENS APPAREL,NULL,0,BSR9990,BSR,9990,POLO DRESS-DRESSES-KNIT-MESH,FULLPRICE,FULLPRICE,C003_P002
CWPODRSR3D10265,0,CW,CW,PO,R,DRS,3D,DR,DRESSES,DAD,DAY DRESS,SSL,SHORT SLEEVE,312,CG RL APP GIRLS 2-6X,NAVY-410,K191DJLS01,CHILDRENS APPAREL,NULL,9.62,NOS9990,NOS,9990,STRIPE DRESS-DRESSES-KNIT-STRUCTURED KNIT,FULLPRICE,FULLPRICE,C003_P002
CWPOJKTB7610012,0,CW,CW,PO,B,OTW,60,OW,OUTERWEAR,TRJ,TRUCKER JACKET,UNL,UNLINED,351,CB PRL APP BOYS 2-7 DRS FURNS,NAVY-410,693702,CHILDRENS APPAREL,NULL,69.85,NOS9990,NOS,9990,CO MORGAN SC-CLOTHING-JACKET-KNIT PIQUE,FULLPRICE,FULLPRICE,C002_P002
CWPOJKTY7610003,0,CW,CW,PO,Y,JKT,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,L181BC12,NULL,NULL,0,NOS9990,NOS,9990,MORGAN SC-CLOTHING-JACKET-PERFORMANCE TWILL,FULLPRICE,PSR,C004_P001
CWPOKNIB6810390,0,CW,CW,PO,B,KNI,68,TP,TOPS,KNT,KNIT,LSL,LONG SLEEVE,322,CB PRL APP BOYS 4-7,NAVY-410,K191BC16,CHILDRENS APPAREL,NULL,10.4,NOS9990,NOS,9990,LS FZ-TOPS-KNIT-DOUBLE KNIT TECH,FULLPRICE,PSR,C002_P002
CWPOKNIB6810473,0,CW,CW,PO,B,KNI,80,KN,KNIT SHIRTS,FUZ,FULL ZIP,LSL,LONG SLEEVE,322,CB PRL APP BOYS 2-7,BLACK,K194BC04,CHILDRENS APPAREL,NULL,10.4,NOS9990,NOS,9990,LS FZ-TOPS-KNIT-DOUBLE KNIT TECH,FULLPRICE,PSR,C002_P002
CWPOKNIBN810109,0,CW,CW,PO,B,KNI,80,KN,KNIT SHIRTS,PSH,POLO SHIRT,SSL,SHORT SLEEVE,322,CB PRL APP BOYS 2-7,BLUE,K174BC02,CHILDRENS APPAREL,NULL,3.42,CRU2017,CRU,2017,SS KC-TOPS-KNIT-BASIC MESH,FULLPRICE,FULLPRICE,C002_P002
CWPOKNIG6810264,0,CW,CW,PO,G,KNI,80,KN,KNIT SHIRTS,FUZ,FULL ZIP,LSL,LONG SLEEVE,313,CG RL APP GIRLS 7-16,NAVY-410,K184DC12,CHILDRENS APPAREL,NULL,7.25,BSR9990,BSR,9990,FZ HOODIE-TOPS-KNIT-DRAPEY TERRY,FULLPRICE,FULLPRICE,C005_P005
CWPOKNIG6810273,0,CW,CW,PO,G,KNI,68,TP,TOPS,KNT,KNIT,LSL,LONG SLEEVE,313,CG RL APP GIRLS 7-16,WHITE,K184DK39,CHILDRENS APPAREL,NULL,9.5,NOS9990,NOS,9990,KNIT TOP-TOPS-KNIT-COTTON,FULLPRICE,FULLPRICE,C005_P005
CWPOKNIIN810353,0,CW,CW,PO,I,KNI,80,KN,KNIT SHIRTS,PSH,POLO SHIRT,SSL,SHORT SLEEVE,320,CB PRL APP BABY BOYS,NAVY-410,K146BB04,CHILDRENS APPAREL,NULL,2.95,SUM2023,SUM,2023,O SS BIG PP POLO SHIRT,SINGLE JAPAN,OUTLET,C001_P005
CWPOKNIO6810273,0,CW,CW,PO,O,KNI,68,TP,TOPS,KNT,KNIT,LSL,LONG SLEEVE,311,CG RL APP TODD GIRLS,WHITE,K184DK39,CHILDRENS APPAREL,NULL,8.54,NOS9990,NOS,9990,KNIT TOP-TOPS-KNIT-COTTON,FULLPRICE,FULLPRICE,C001_P023
CWPOKNIT6810473,0,CW,CW,PO,T,KNI,80,KN,KNIT SHIRTS,FUZ,FULL ZIP,LSL,LONG SLEEVE,321,CB PRL APP TODD BOYS,BLACK,K194BC04,CHILDRENS APPAREL,NULL,10.4,NOS9990,NOS,9990,LS FZ-TOPS-KNIT-DOUBLE KNIT TECH,FULLPRICE,PSR,C001_P023
CWPOKNIY6810473,0,CW,CW,PO,Y,KNI,80,KN,KNIT SHIRTS,FUZ,FULL ZIP,LSL,LONG SLEEVE,323,CB PRL APP BOYS 8-20,BLACK,K194BC04,CHILDRENS APPAREL,NULL,11,NOS9990,NOS,9990,LS FZ-TOPS-KNIT-DOUBLE KNIT TECH,FULLPRICE,PSR,C004_P004
CWPOKNIY6810498,0,CW,CW,PO,Y,KNI,80,KN,KNIT SHIRTS,SWS,SWEATSHIRT,LSL,LONG SLEEVE,323,CB PRL APP BOYS 8-20,BLACK,K184BC16,CHILDRENS APPAREL,NULL,5.8,BSR9990,BSR,9990,LS CN-TOPS-KNIT-SEASONAL FLEECE,FULLPRICE,FULLPRICE,C004_P004
CWPOKNIYN810109,0,CW,CW,PO,Y,KNI,80,KN,KNIT SHIRTS,PSH,POLO SHIRT,SSL,SHORT SLEEVE,323,CB PRL APP BOYS 8-20,BLACK,K174BC02,CHILDRENS APPAREL,NULL,4.3,CRU2017,CRU,2017,SS KC-TOPS-KNIT-BASIC MESH,FULLPRICE,FULLPRICE,C004_P004
CWPOLGGF7610018,0,CW,CW,PO,F,PNT,4G,PN,PANTS,LGG,LEGGING,N/A,NO SUBCLASS,310,CG RL APP BABY GIRLS,WHITE,KFBASY173,CHILDRENS APPAREL,NULL,3.21,NOS9990,NOS,9990,BOW BACK-BOTTOMS-LEGGING-JERSEY,FULLPRICE,PSR,C001_P005
CWPOLGGR7610061,0,CW,CW,PO,R,PNT,4G,PN,PANTS,LGG,LEGGING,N/A,NO SUBCLASS,312,CG RL APP GIRLS 2-6X,BLACK,KBSRDB02,CHILDRENS APPAREL,NULL,3.35,FAL2023,FAL,2023,O PP LEGGING,SINGLE JAPAN,OUTLET,C003_P002
CWPOOPCI1M10029,0,CW,CW,PO,I,OPC,1M,OP,ONE PIECE,BDY,BODYSUIT,N/A,NO SUBCLASS,320,CB PRL APP BABY BOYS,NAVY-410,K171YI37,CHILDRENS APPAREL,NULL,3.93,SUM2023,SUM,2023,O SS INTERLOCK POLO BODYSUIT,SINGLE JAPAN,OUTLET,C001_P005
CWPOOPCI3310078,0,CW,CW,PO,I,OPC,33,OP,ONE PIECE,CVA,COVERALL,N/A,NO SUBCLASS,320,CB PRL APP BABY BOYS,BLUE,S176YR52,CHILDRENS APPAREL,NULL,16.5,NOS9990,NOS,9990,FLAG-ONE PIECE-COVERALL-COMBED COTTON,FULLPRICE,PSR,C001_P006
CWPOOTWO6010176,0,CW,CW,PO,O,OTW,60,OW,OUTERWEAR,JKT,JACKET,N/A,NO SUBCLASS,311,CG RL APP TODD GIRLS,NAVY-410,O191DS02,CHILDRENS APPAREL,NULL,12.44,SPR2019,SPR,2019,WINDBREAKER-OUTERWEAR-JACKET-POLY PLAINWEAVE,FULLPRICE,FULLPRICE,C001_P023
CWPOOTWR6010067,0,CW,CW,PO,R,OTW,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R181DM19,NULL,NULL,0,BSR9990,BSR,9990,TRUCKER-OUTERWEAR-JACKET-DENIM,FULLPRICE,FULLPRICE,C003_P002
CWPOOTWR6010264,0,CW,CW,PO,R,OTW,60,OW,OUTERWEAR,TRJ,TRUCKER JACKET,UNL,UNLINED,312,CG RL APP GIRLS 2-6X,BLUE,R191DS55,CHILDRENS APPAREL,NULL,12.98,BSR9990,BSR,9990,CO TRUCKER-OUTERWEAR-JACKET-DENIM,FULLPRICE,FULLPRICE,C003_P002
CWPOOTWYZ010012,0,CW,CW,PO,Y,OTW,60,OW,OUTERWEAR,TRJ,TRUCKER JACKET,UNL,UNLINED,323,CB PRL APP BOYS 8-20,BLUE,O191BC50,CHILDRENS APPAREL,NULL,17.15,BSR9990,BSR,9990,TRUCKER JKT-OUTERWEAR-DENIM-DENIM,FULLPRICE,FULLPRICE,C004_P004
CWPOPNTB4G10004,0,CW,CW,PO,B,PNT,4G,PN,PANTS,FFR,FLAT FRONT,N/A,NO SUBCLASS,322,CB PRL APP BOYS 4-7,BLUE,RBSRBB29,CHILDRENS APPAREL,NULL,4.96,BSR9990,BSR,9990,FLAT FRONT-BOTTOMS-PANT-TISSUE CHINO,FULLPRICE,PSR,C002_P002
CWPOPNTB4G10019,0,CW,CW,PO,B,PNT,4G,PN,PANTS,FFR,FLAT FRONT,N/A,NO SUBCLASS,322,CB PRL APP BOYS 2-7,NATURAL-101,747327,CHILDRENS APPAREL,NULL,106.78,NOS9990,NOS,9990,WOODSMAN-BOTTOMS-PANT-TROPICAL WOOL,FULLPRICE,FULLPRICE,C002_P002
CWPOPNTB7610073,0,CW,CW,PO,B,PNT,BQ,PN,PANTS,ATL,ATHLETIC,N/A,NO SUBCLASS,322,CB PRL APP BOYS 2-7,BLACK,KBSRBB06,CHILDRENS APPAREL,NULL,4.5,BSR9990,BSR,9990,JOGGER-BOTTOMS-PANT-SEASONAL FLEECE,FULLPRICE,FULLPRICE,C002_P002
CWPOPNTG7610072,0,CW,CW,PO,G,PNT,4G,PN,PANTS,LGG,LEGGING,FUL,FULL LENGTH,313,CG RL APP GIRLS 7-16,NAVY-410,K184DC13,CHILDRENS APPAREL,NULL,5.5,BSR9990,BSR,9990,FLEECE LEGGI-BOTTOMS-PANT-DRAPEY TERRY,FULLPRICE,FULLPRICE,C005_P005
CWPOPNTT7610073,0,CW,CW,PO,T,PNT,BQ,PN,PANTS,ATL,ATHLETIC,N/A,NO SUBCLASS,321,CB PRL APP TODD BOYS,BLACK,KBSRBB06,CHILDRENS APPAREL,NULL,4.5,BSR9990,BSR,9990,JOGGER-BOTTOMS-PANT-SEASONAL FLEECE,FULLPRICE,FULLPRICE,C001_P023
CWPOPNTY4G10019,0,CW,CW,PO,Y,PNT,4G,PN,PANTS,FFR,FLAT FRONT,N/A,NO SUBCLASS,323,CB PRL APP BOYS 8-20,NATURAL-101,747327,CHILDRENS APPAREL,NULL,124.41,NOS9990,NOS,9990,WOODSMAN-BOTTOMS-PANT-TROPICAL WOOL,FULLPRICE,FULLPRICE,C004_P001
CWPOPNTY7610096,0,CW,CW,PO,Y,PNT,76,CL,CLOTHING,PNT,PANT,N/A,NO SUBCLASS,352,CB PRL APP BOYS 8-20 DRS FURNS,NAVY-410,L191BC09,CHILDRENS APPAREL,NULL,41.88,NOS9990,NOS,9990,PIN TUCKED-CLOTHING-PANT-COTTON,FULLPRICE,FULLPRICE,C004_P001
CWPOPNTY7610109,0,CW,CW,PO,Y,PNT,76,CL,CLOTHING,PNT,PANT,N/A,NO SUBCLASS,352,CB PRL APP BOYS 8-20 DRS FURNS,NAVY-410,L194BC02,CHILDRENS APPAREL,NULL,70.06,NOS9990,NOS,9990,WOODSMAN-CLOTHING-PANT-TROPICAL WOOL,FULLPRICE,PSR,C004_P001
CWPOPNTYBQ10023,0,CW,CW,PO,Y,PNT,BQ,PN,PANTS,ATL,ATHLETIC,N/A,NO SUBCLASS,323,CB PRL APP BOYS 8-20,BLACK,K194BC04,CHILDRENS APPAREL,NULL,10.45,NOS9990,NOS,9990,PO JOGGER-BOTTOMS-PANT-DOUBLE KNIT TECH,FULLPRICE,PSR,C004_P004
CWPOSHOB4G10013,0,CW,CW,PO,B,SHO,4G,SR,SHORTS,FFR,FLAT FRONT,N/A,NO SUBCLASS,322,CB PRL APP BOYS 2-7,NAVY-410,747326,CHILDRENS APPAREL,NULL,47.16,NOS9990,NOS,9990,WOODSM SHORT-BOTTOMS-SHORT-TROPICAL WOOL,FULLPRICE,FULLPRICE,C002_P002
CWPOSHOT4G10013,0,CW,CW,PO,T,SHO,4G,SR,SHORTS,FFR,FLAT FRONT,N/A,NO SUBCLASS,321,CB PRL APP TODD BOYS,NAVY-410,747326,CHILDRENS APPAREL,NULL,47.16,NOS9990,NOS,9990,WOODSM SHORT-BOTTOMS-SHORT-TROPICAL WOOL,FULLPRICE,FULLPRICE,C001_P023
CWPOSHOT7610111,0,CW,CW,PO,T,SHO,4G,SR,SHORTS,FFR,FLAT FRONT,N/A,NO SUBCLASS,350,CB PRL APP TODD BOYS DRS FURNS,NAVY-410,L191BC08,CHILDRENS APPAREL,NULL,30.66,NOS9990,NOS,9990,PIN TUCKED-BOTTOMS-SHORT-COTTON,FULLPRICE,FULLPRICE,C001_P023
CWPOSWEB6810071,0,CW,CW,PO,B,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,322,CB PRL APP BOYS 2-7,NAVY-410,S174BC15,CHILDRENS APPAREL,NULL,24.7,BSR9990,BSR,9990,BEAR CN SWTR-TOPS-SWEATER-COTTON,FULLPRICE,FULLPRICE,C002_P002
CWPOSWEB6810073,0,CW,CW,PO,B,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,322,CB PRL APP BOYS 2-7,NAVY-410,S174BC14,CHILDRENS APPAREL,NULL,13.52,BSR9990,BSR,9990,FLAG CN SWTR-TOPS-SWEATER-COMBED COTTON,FULLPRICE,FULLPRICE,C002_P002
CWPOSWEB6810261,0,CW,CW,PO,B,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,322,CB PRL APP BOYS 2-7,BLACK,SFBASBC04,CHILDRENS APPAREL,NULL,38.46,NOS9990,NOS,9990,CLASS CAB CN-TOPS-SWEATER-CASHMERE,FULLPRICE,PSR,C002_P001
CWPOSWEBCM10015,0,CW,CW,PO,B,SWE,CM,TP,TOPS,SWT,SWEATER,SLS,SLEEVELESS,322,CB PRL APP BOYS 4-7,NAVY-410,S184BC03,CHILDRENS APPAREL,NULL,6.58,NOS9990,NOS,9990,VEST-TOPS-SWEATER-PIMA COTTON,FULLPRICE,FULLPRICE,C002_P002
CWPOSWEBCM10019,0,CW,CW,PO,B,SWE,CM,TP,TOPS,SWT,SWEATER,SLS,SLEEVELESS,322,CB PRL APP BOYS 4-7,BLUE,S191BC04,CHILDRENS APPAREL,NULL,6.58,NOS9990,NOS,9990,VEST-TOPS-SWEATER-PIMA COTTON,FULLPRICE,FULLPRICE,C002_P002
CWPOSWEBCM10023,0,CW,CW,PO,B,SWE,68,SV,SWEATER,VST,VEST,SLS,SLEEVELESS,322,CB PRL APP BOYS 2-7,NAVY-410,746916,CHILDRENS APPAREL,NULL,6.65,NOS9990,NOS,9990,PIMA VEST-TOPS-SWEATER-PIMA COTTON,FULLPRICE,FULLPRICE,C002_P002
CWPOSWEG6810102,0,CW,CW,PO,G,SWE,68,SV,SWEATER,CRD,CARDIGAN,LSL,LONG SLEEVE,313,CG RL APP GIRLS 7-16,NAVY-410,SBSRDL09B,CHILDRENS APPAREL,NULL,7.38,BSR9990,BSR,9990,MINI CABLE-TOPS-SWEATER-COTTON,FULLPRICE,FULLPRICE,C005_P005
CWPOSWEG6810393,0,CW,CW,PO,G,SWE,68,SV,SWEATER,CRD,CARDIGAN,LSL,LONG SLEEVE,313,CG RL APP GIRLS 7-16,NAVY-410,S191DJLS01,CHILDRENS APPAREL,NULL,11.23,NOS9990,NOS,9990,PIMA CARDI-TOPS-SWEATER-PIMA COTTON,FULLPRICE,FULLPRICE,C005_P005
CWPOSWEG6810395,0,CW,CW,PO,G,SWE,68,TP,TOPS,SWT,SWEATER,LSL,LONG SLEEVE,313,CG RL APP GIRLS 7-16,NAVY-410,S191DJLS02,CHILDRENS APPAREL,NULL,23.61,NOS9990,NOS,9990,SWEATER BLAZ-TOPS-SWEATER-PIMA COTTON,FULLPRICE,FULLPRICE,C005_P005
CWPOSWEI6810383,0,CW,CW,PO,I,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,320,CB PRL APP BABY BOYS,NAVY-410,SBSRYB02,CHILDRENS APPAREL,NULL,6.85,BSR9990,BSR,9990,V NECK-TOPS-SWEATER-COMBED COTTON,FULLPRICE,FULLPRICE,C001_P005
CWPOSWEI6810519,0,CW,CW,PO,I,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,320,CB PRL APP BABY BOYS,NAVY-410,SFBASY24,CHILDRENS APPAREL,NULL,10.1,BSR9990,BSR,9990,CO FLAG CN SWTR-TOPS-SWEATER-COMBED COTTON,FULLPRICE,FULLPRICE,C001_P005
CWPOSWEI8010001,0,CW,CW,PO,I,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,320,CB PRL APP BABY BOYS,NATURAL-101,SFBASYC18,CHILDRENS APPAREL,NULL,23.4,BSR9990,BSR,9990,CABLE MANTLE-TOPS-SWEATER-MERINO,FULLPRICE,FULLPRICE,C001_P024
CWPOSWEO6810102,0,CW,CW,PO,O,SWE,68,SV,SWEATER,CRD,CARDIGAN,LSL,LONG SLEEVE,311,CG RL APP TODD GIRLS,NAVY-410,SBSRDL09B,CHILDRENS APPAREL,NULL,6.49,BSR9990,BSR,9990,MINI CABLE-TOPS-SWEATER-COTTON,FULLPRICE,FULLPRICE,C001_P023
CWPOSWER6810102,0,CW,CW,PO,R,SWE,68,SV,SWEATER,CRD,CARDIGAN,LSL,LONG SLEEVE,312,CG RL APP GIRLS 2-6X,NAVY-410,SBSRDL09B,CHILDRENS APPAREL,NULL,6.49,BSR9990,BSR,9990,MINI CABLE-TOPS-SWEATER-COTTON,FULLPRICE,FULLPRICE,C003_P002
CWPOSWET6810261,0,CW,CW,PO,T,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,321,CB PRL APP TODD BOYS,PINK,SFBASBC04,CHILDRENS APPAREL,NULL,38.46,NOS9990,NOS,9990,CLASS CAB CN-TOPS-SWEATER-CASHMERE,FULLPRICE,PSR,C001_P029
CWPOSWEY6810073,0,CW,CW,PO,Y,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,323,CB PRL APP BOYS 8-20,NAVY-410,S174BC14,CHILDRENS APPAREL,NULL,13.33,BSR9990,BSR,9990,FLAG CN SWTR-TOPS-SWEATER-COMBED COTTON,FULLPRICE,FULLPRICE,C004_P004
CWPOSWEY6810368,0,CW,CW,PO,Y,SWE,68,SV,SWEATER,PLO,PULLOVER,LSL,LONG SLEEVE,323,CB PRL APP BOYS 8-20,BLUE,S191BC04,CHILDRENS APPAREL,NULL,8.25,NOS9990,NOS,9990,LS VN-TOPS-SWEATER-PIMA,FULLPRICE,PSR,C004_P004
CWPOSWEY6810410,0,CW,CW,PO,Y,SWE,68,SV,SWEATER,CRD,CARDIGAN,LSL,LONG SLEEVE,323,CB PRL APP BOYS 8-20,NAVY-410,746921,CHILDRENS APPAREL,NULL,20.67,NOS9990,NOS,9990,SWEATER BLZR-TOPS-SWEATER-PIMA COTTON,FULLPRICE,FULLPRICE,C004_P004
CWPOSWEY6810522,0,CW,CW,PO,Y,SWE,68,SV,SWEATER,CRD,CARDIGAN,LSL,LONG SLEEVE,323,CB PRL APP BOYS 8-20,NAVY-410,668297,CHILDRENS APPAREL,NULL,10.01,NOS9990,NOS,9990,CO LS CARDIGAN-TOPS-SWEATER-PIMA,FULLPRICE,FULLPRICE,C004_P004
CWPOSWEYCM10015,0,CW,CW,PO,Y,SWE,CM,TP,TOPS,SWT,SWEATER,SLS,SLEEVELESS,323,CB PRL APP BOYS 8-20,NAVY-410,S184BC03,CHILDRENS APPAREL,NULL,7.26,NOS9990,NOS,9990,VEST-TOPS-SWEATER-PIMA COTTON,FULLPRICE,FULLPRICE,C004_P004
CWPOSWEYCM10019,0,CW,CW,PO,Y,SWE,CM,TP,TOPS,SWT,SWEATER,SLS,SLEEVELESS,323,CB PRL APP BOYS 8-20,BLUE,S191BC04,CHILDRENS APPAREL,NULL,7.26,NOS9990,NOS,9990,VEST-TOPS-SWEATER-PIMA COTTON,FULLPRICE,FULLPRICE,C004_P004
CWPOTSHBN810098,0,CW,CW,PO,B,TSH,N8,TP,TOPS,TSH,T-SHIRT,SSL,SHORT SLEEVE,322,CB PRL APP BOYS 4-7,WHITE,695347,CHILDRENS APPAREL,NULL,0,BSR9990,BSR,9990,RALPH TEE-TOPS-T-SHIRT-JERSEY,FULLPRICE,FULLPRICE,C002_P002
